"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","consortium[berd]","consortium[daphne4nfdi]","consortium[dataplant]","consortium[fairagro]","consortium[fairmat]","consortium[ghga]","consortium[konsortswd]","consortium[mardi]","consortium[nfdi4biodiversity]","consortium[nfdi4bioimage]","consortium[nfdi4cat]","consortium[nfdi4chem]","consortium[nfdi4culture]","consortium[nfdi4datascience]","consortium[nfdi4earth]","consortium[nfdi4energy]","consortium[nfdi4health]","consortium[nfdi4immuno]","consortium[nfdi4ing]","consortium[nfdimatwerk]","consortium[nfdi4memory]","consortium[nfdi4microbiota]","consortium[nfdi4objects]","consortium[nfdixcs]","consortium[punch4nfdi]","consortium[text]","consortium[other]","role[developer]","role[researcher]","role[steward]","role[administrator]","role[manage]","role[unsure]","role[other]","solutions[build]","solutions[buildcomment]","solutions[link]","solutions[linkcomment]","solutions[structure]","solutions[structurecomment]","solutions[informed]","solutions[informedcomment]","solutions[uninterested]","solutions[uninterestedcomment]","solutions[other]","solutions[othercomment]","sustain[none]","sustain[hope]","sustain[community]","sustain[we]","sustain[other]","disseminate[socialmedia]","disseminate[webpage]","disseminate[publication]","disseminate[other]","metadata[codemeta]","metadata[citationcff]","metadata[zenodojson]","metadata[other]","ontologies","sourcecode[none]","sourcecode[private]","sourcecode[gitlab]","sourcecode[github]","sourcecode[unsure]","sourcecode[other]"
"116","","","en","655339082","2025-03-17 09:35:27","2025-03-17 09:35:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117","","","en","1312703735","2025-03-17 13:53:29","2025-03-17 13:53:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118","","1","en","2012807758","2025-03-17 15:52:37","2025-03-17 15:52:54","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120","","1","en","836985033","2025-03-17 19:05:48","2025-03-17 19:06:23","Y","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122","","","en","1346795954","2025-03-18 10:14:41","2025-03-18 10:14:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123","2025-03-18 10:26:52","3","en","1666493184","2025-03-18 10:15:26","2025-03-18 10:26:52","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","Y","","","Y","","Y","","","","","","","","","","","","","","","","I don't know.","","Y","Y","","","","","","TaDiRAH","","","","","","GitLab; not sure how public/not public"
"124","","1","en","196250788","2025-03-18 17:41:59","2025-03-18 17:44:01","Y","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","",""
"125","2025-03-18 19:21:34","3","en","1908570805","2025-03-18 19:17:44","2025-03-18 19:21:34","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","Y","","","Y","","","","","","","","","Y","","","","","","","Y","Y","Y","","Y","Y","Y","","Y","Y","","","","","","Y","","",""
"126","","","en","644946839","2025-03-19 11:50:54","2025-03-19 11:50:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127","","2","en","1378481869","2025-03-19 12:55:20","2025-03-19 12:57:05","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","Y","","","","","","","","","","","Y","","","","","","Y","","","","","","","","","Y","Y","",""
"128","2025-03-19 14:11:56","3","en","2134327130","2025-03-19 14:07:54","2025-03-19 14:11:56","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","Y","We hope to use nfdi.software as market place for our own code and also to recommend its use as a good practice during tutorials","","","","","","Y","","Y","","Y","Y","Y","Tutorials, conferences","","Y","","","Schema.org, maSMP vocabulary","","","Y","Y","","Zenodo"
"129","","1","en","943825553","2025-03-19 14:12:11","2025-03-19 14:12:22","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130","","1","en","352975054","2025-03-20 08:02:41","2025-03-20 08:03:08","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131","","","en","1036455705","2025-03-20 14:59:28","2025-03-20 14:59:28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132","","","en","1896297896","2025-03-24 15:11:09","2025-03-24 15:11:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
